uid,tid,ft,y
0,0,0,1.3913754224777222
0,1,0,0.9125122427940369
0,2,0,1.3993147611618042
0,3,0,1.2973566055297852
0,4,0,1.1154299974441528
0,5,0,0.9434216022491455
0,6,0,0.6009058952331543
0,7,0,1.482839584350586
0,8,0,1.1241755485534668
0,9,0,1.2945706844329834
0,10,0,0.7253354787826538
0,11,0,1.3397035598754883
0,12,0,1.5123876333236694
0,13,0,1.4840338230133057
0,14,0,0.9695406556129456
0,15,0,0.9519086480140686
0,16,0,1.2030386924743652
0,17,0,1.0717582702636719
0,18,0,0.5982267260551453
0,19,0,0.6300233006477356
0,20,0,1.2115578651428223
0,21,0,1.1909366846084595
0,22,0,0.6913177371025085
0,23,0,1.0423481464385986
0,24,0,0.7530622482299805
0,25,0,0.7708393335342407
0,26,0,0.5470908284187317
1,0,7,0.5917003154754639
1,1,7,0.7222533226013184
1,2,7,0.5855362415313721
1,3,7,0.600404679775238
1,4,7,0.6889739036560059
1,5,7,0.7343230247497559
1,6,7,0.7640604972839355
1,7,7,0.8791731595993042
1,8,7,0.8168256282806396
1,9,7,0.7522125244140625
1,10,7,0.8517996668815613
1,11,7,0.7384313941001892
1,12,7,0.9161769151687622
1,13,7,0.7914842963218689
1,14,7,0.6644290685653687
1,15,7,0.6783079504966736
1,16,7,0.6605789065361023
1,17,7,0.7944141030311584
1,18,7,0.7924901247024536
1,19,7,0.8156224489212036
1,20,7,0.8941985368728638
1,21,7,0.7850160002708435
1,22,7,0.8465725779533386
1,23,7,0.8276827931404114
1,24,7,0.9039607644081116
1,25,7,0.8590428829193115
1,26,7,0.8438150882720947
2,0,,0.8796870708465576
2,1,,0.8299689292907715
2,2,,0.6826519966125488
2,3,,0.6672115325927734
2,4,,0.5832161903381348
2,5,,0.5811209678649902
2,6,,0.8108507990837097
2,7,,0.8525087833404541
2,8,,1.045280933380127
2,9,,0.7841830849647522
2,10,,0.8692041039466858
2,11,,0.6524849534034729
2,12,,0.9444506168365479
2,13,,0.8222083449363708
2,14,,0.7659232020378113
2,15,,0.7714048027992249
2,16,,0.9324838519096375
2,17,,0.632111132144928
2,18,,0.757179856300354
2,19,,0.7646137475967407
2,20,,0.7962610125541687
2,21,,0.9035592079162598
2,22,,0.9773659110069275
2,23,,0.8274882435798645
2,24,,0.8746091723442078
2,25,,0.662395179271698
2,26,,0.7686567306518555
3,0,9,1.2118403911590576
3,1,9,1.395545482635498
3,2,9,1.004563808441162
3,3,9,1.3906891345977783
3,4,9,1.2667961120605469
3,5,9,1.3298594951629639
3,6,9,1.0802030563354492
3,7,9,1.831150770187378
3,8,9,1.8986625671386719
3,9,9,1.3193707466125488
3,10,9,1.5986912250518799
3,11,9,1.5036195516586304
3,12,9,1.8199248313903809
3,13,9,2.012498617172241
3,14,9,1.7340261936187744
3,15,9,1.6196002960205078
3,16,9,1.4020909070968628
3,17,9,1.4806418418884277
3,18,9,1.5789247751235962
3,19,9,1.4350563287734985
3,20,9,1.1682841777801514
3,21,9,1.3213343620300293
3,22,9,1.682363748550415
3,23,9,1.5891059637069702
3,24,9,1.3325169086456299
3,25,9,1.2358678579330444
3,26,9,1.1282356977462769
4,0,6,2.006067991256714
4,1,6,2.1873443126678467
4,2,6,2.2585666179656982
4,3,6,2.3520662784576416
4,4,6,2.0729565620422363
4,5,6,2.3450775146484375
4,6,6,2.5152552127838135
4,7,6,2.540189504623413
4,8,6,2.566758871078491
4,9,6,2.1102185249328613
4,10,6,2.1839091777801514
4,11,6,2.129189968109131
4,12,6,2.049978733062744
4,13,6,2.0073840618133545
4,14,6,1.6699237823486328
4,15,6,1.5855438709259033
4,16,6,1.384782314300537
4,17,6,1.4743473529815674
4,18,6,1.5036988258361816
4,19,6,1.2652565240859985
4,20,6,1.310056209564209
4,21,6,1.2344287633895874
4,22,6,1.244250774383545
4,23,6,1.189020037651062
4,24,6,1.090876579284668
4,25,6,1.0457229614257812
4,26,6,1.0281925201416016
5,0,7,1.7794431447982788
5,1,7,1.7969675064086914
5,2,7,1.4861844778060913
5,3,7,1.6822645664215088
5,4,7,1.779470443725586
5,5,7,1.543988585472107
5,6,7,1.6557449102401733
5,7,7,1.829986810684204
5,8,7,1.795161485671997
5,9,7,1.748506784439087
5,10,7,1.813920259475708
5,11,7,1.725572109222412
5,12,7,1.7695494890213013
5,13,7,1.8218262195587158
5,14,7,1.6054375171661377
5,15,7,1.3566033840179443
5,16,7,1.3411750793457031
5,17,7,1.6398897171020508
5,18,7,1.2170894145965576
5,19,7,1.455323338508606
5,20,7,1.275189995765686
5,21,7,1.4806369543075562
5,22,7,1.4168914556503296
5,23,7,1.1622140407562256
5,24,7,1.4590344429016113
5,25,7,1.025861382484436
5,26,7,1.120147943496704
6,0,9,0.9639787673950195
6,1,9,1.1281707286834717
6,2,9,0.9441373348236084
6,3,9,1.0337706804275513
6,4,9,1.0431526899337769
6,5,9,1.2367961406707764
6,6,9,0.973196804523468
6,7,9,1.033690094947815
6,8,9,0.9205967783927917
6,9,9,1.0480984449386597
6,10,9,0.7442967891693115
6,11,9,1.0448724031448364
6,12,9,0.8651663661003113
6,13,9,0.7357563972473145
6,14,9,1.0835992097854614
6,15,9,0.7779825925827026
6,16,9,0.7183188796043396
6,17,9,0.8231717348098755
6,18,9,0.6667807102203369
6,19,9,0.5551110506057739
6,20,9,0.6998172998428345
6,21,9,0.5296003818511963
6,22,9,0.628211259841919
6,23,9,0.6152666807174683
6,24,9,0.5786867737770081
6,25,9,0.641974687576294
6,26,9,0.687298595905304
7,0,,0.8365734219551086
7,1,,0.5957224369049072
7,2,,0.6715545058250427
7,3,,0.8733707666397095
7,4,,0.8609575033187866
7,5,,0.6674107313156128
7,6,,0.9897130727767944
7,7,,1.4952237606048584
7,8,,1.4956222772598267
7,9,,1.282273292541504
7,10,,0.9586287140846252
7,11,,1.15408456325531
7,12,,1.726377010345459
7,13,,1.155326008796692
7,14,,0.8436523675918579
7,15,,0.7119255661964417
7,16,,0.7904343008995056
7,17,,0.6399542689323425
7,18,,0.8251262903213501
7,19,,0.8600348830223083
7,20,,0.9455909729003906
7,21,,0.49059054255485535
7,22,,1.0341440439224243
7,23,,0.2642759680747986
7,24,,0.38146865367889404
7,25,,0.43605366349220276
7,26,,0.3977544605731964
8,0,,1.0340923070907593
8,1,,0.9802685976028442
8,2,,1.726520299911499
8,3,,1.0043991804122925
8,4,,1.4858324527740479
8,5,,1.154395341873169
8,6,,0.7864194512367249
8,7,,1.0007359981536865
8,8,,0.8655504584312439
8,9,,1.2823666334152222
8,10,,1.0407071113586426
8,11,,1.4596219062805176
8,12,,1.1508872509002686
8,13,,0.9367544651031494
8,14,,1.5154714584350586
8,15,,0.674288809299469
8,16,,1.1797056198120117
8,17,,0.8435537219047546
8,18,,1.5401169061660767
8,19,,0.7599044442176819
8,20,,1.0392102003097534
8,21,,0.4582008123397827
8,22,,0.9703632593154907
8,23,,1.3891208171844482
8,24,,1.2303745746612549
8,25,,0.8638328909873962
8,26,,0.9775065779685974
9,0,7,1.3483644723892212
9,1,7,1.4535486698150635
9,2,7,1.510750412940979
9,3,7,1.5152482986450195
9,4,7,1.5072296857833862
9,5,7,1.6441141366958618
9,6,7,1.829911708831787
9,7,7,1.4981739521026611
9,8,7,1.5728604793548584
9,9,7,1.660569429397583
9,10,7,1.8212634325027466
9,11,7,1.8722704648971558
9,12,7,1.7530176639556885
9,13,7,1.7898831367492676
9,14,7,1.712695837020874
9,15,7,1.7109712362289429
9,16,7,1.5361205339431763
9,17,7,1.3948043584823608
9,18,7,1.4661908149719238
9,19,7,1.4688974618911743
9,20,7,1.3921071290969849
9,21,7,1.2153927087783813
9,22,7,1.4036297798156738
9,23,7,1.3755519390106201
9,24,7,1.307902216911316
9,25,7,1.3108030557632446
9,26,7,1.1433966159820557
10,0,9,0.8388723134994507
10,1,9,0.8033125400543213
10,2,9,1.0381319522857666
10,3,9,0.8680601119995117
10,4,9,0.9908319115638733
10,5,9,0.8928738832473755
10,6,9,1.0109500885009766
10,7,9,0.8581123948097229
10,8,9,1.1824655532836914
10,9,9,1.2382795810699463
10,10,9,1.216597318649292
10,11,9,1.4740264415740967
10,12,9,1.103566288948059
10,13,9,1.2692818641662598
10,14,9,1.103392481803894
10,15,9,1.1171953678131104
10,16,9,1.0402594804763794
10,17,9,1.135649561882019
10,18,9,1.0798101425170898
10,19,9,0.9371829628944397
10,20,9,0.811813235282898
10,21,9,0.8827440142631531
10,22,9,0.8707188963890076
10,23,9,0.9983029961585999
10,24,9,0.9326629638671875
10,25,9,0.9539337158203125
10,26,9,0.8981776237487793
11,0,9,1.039260745048523
11,1,9,0.9021904468536377
11,2,9,0.8352413773536682
11,3,9,1.1272826194763184
11,4,9,0.7699608206748962
11,5,9,0.6515898704528809
11,6,9,1.2726718187332153
11,7,9,1.1672282218933105
11,8,9,1.3210461139678955
11,9,9,1.3399524688720703
11,10,9,1.3843494653701782
11,11,9,0.9749086499214172
11,12,9,0.9862905144691467
11,13,9,1.5786978006362915
11,14,9,0.9086106419563293
