unit,time,x,y
w01,f01,0.432241752300564,0.244291979057745
w01,f02,0.705575108935544,0.408052535645273
w01,f06,0.293598338405862,-0.160492579596665
w01,f07,0.568110155429058,0.530533340348988
w02,f02,0.420775536668312,-0.283700429135311
w02,f03,-0.048088631578079,0.109548546484663
w02,f08,0.616475771432545,-0.075760069372467
w02,f12,-0.049450421465543,-0.261954208947381
w03,f03,0.168336036878638,0.150948997697805
w03,f04,0.574711775502689,0.512304832517921
w03,f10,0.364337295063783,0.139319564950796
w04,f04,0.305789764818178,0.276960483168118
w04,f05,0.522971387900065,0.387944264993321
w04,f09,-0.146037527933590,-0.379265996513781
w04,f12,-0.133932487604533,-0.101110366261726
w05,f01,0.537781874553422,0.783234608348963
w05,f05,0.790346096666924,1.048554302163982
w05,f06,0.344948143882079,0.171025789460698
w06,f03,0.180280555022069,0.195074794114808
w06,f06,-0.048569635194509,0.178599368322001
w06,f07,0.148633686085505,0.317779861831144
w07,f05,0.658211698404357,0.279851137732467
w07,f07,0.403816971142127,0.411872428986338
w07,f08,0.708087851825923,0.367313373493988
w07,f11,0.617022850658645,0.400945060453252
w08,f03,0.065220621475058,0.029333208723519
w08,f07,0.247868141894025,0.163279771517245
w08,f08,0.414915710914934,0.254136631366012
w08,f09,0.068238349324979,0.015101397860335
w09,f08,0.856841905346961,0.353984447668307
w09,f09,0.178827064171512,-0.052680037759101
w09,f10,0.334781636324826,0.410508089460296
w10,f10,0.142809491313038,0.285160409210720
w10,f11,0.500079518407495,-0.031602313491588
w10,f13,0.306735610148067,-0.226649900598656
w11,f05,0.747959209331180,0.811916339068888
w11,f11,0.811372252559808,0.395312121390820
w11,f12,0.236800403258072,0.216418848754371
w11,f13,0.705838059028301,0.440229495498372
w12,f02,0.275833724992522,0.581676250010935
w12,f09,-0.079640533808961,0.185770056413326
w12,f10,0.265730850093838,0.350522006003268
w12,f12,0.087491293988271,0.417350654247807
w12,f13,0.275406219706050,0.433471357752769
w13,f01,0.528624861796708,0.680710102586989
w13,f02,0.597576385132108,0.323372535447573
w13,f04,0.490482394666521,0.576156233431984
w13,f13,0.583323717175233,0.381228563271080
w14,f01,0.202080420869158,0.645514627098698
w14,f02,0.401331691368790,0.565117161588392
w14,f06,0.034385658219874,0.147737618347889
w14,f07,0.166794884348935,0.212675544203902
w15,f02,0.738213114854289,0.983234205477461
w15,f03,0.143638390211603,0.589990063145559
w15,f08,0.929974321170053,0.767851315415117
w15,f12,0.380913416731324,0.208691249041413
w16,f03,-0.091944002397341,0.287952477591437
w16,f04,0.335392921916973,0.665162537005694
w16,f10,0.296055636641809,0.326498035971237
w16,f11,0.446306943604853,0.297690411856098
w17,f04,0.533556016479487,0.758430728504976
w17,f05,0.784412219790790,0.685620719901203
w17,f09,0.334183622355137,-0.138972866127833
w17,f12,0.209198204709951,0.135065005982964
w18,f01,0.334787370046528,0.804406772582343
w18,f05,0.420370563087520,0.759583185749308
w18,f06,-0.105268732193397,0.358980169026185
w19,f03,0.496113490085202,0.646580631749354
w19,f06,0.351309123105626,0.713924592806731
w19,f07,0.422697759535012,1.171592023705453
w20,f05,0.428845881804735,0.852128940809889
w20,f07,0.236068500155045,0.496196102549144
w20,f08,0.468219040142420,0.589153113064106
w20,f11,0.400996112416477,0.642732303894715
w20,f13,0.288343112696906,0.189288362750680
w21,f03,0.210810613783234,0.150245336785331
w21,f07,0.417487724209391,0.885640856192262
w21,f08,0.748234116154799,0.624092526574450
w21,f09,0.284974010854203,0.281145357600263
w22,f08,0.546209611816390,0.882857310875975
w22,f09,-0.011287833433614,0.568064084909102
w22,f10,0.246701972076715,0.474824220857051
w23,f10,0.482573638114458,0.557913251330026
w23,f11,0.791667292626313,0.726665643465044
w23,f13,0.434324435689431,0.566664898387952
w24,f02,0.361492438205243,0.701374398462510
w24,f05,0.444203825810900,0.673050151249904
w24,f11,0.282162402878030,0.767813898678973
w24,f12,-0.143557605041222,0.710396915280420
w24,f13,0.218179456836005,0.324225261197550
